ID_Produk,ID_Cabang,Jumlah_Stock,Tanggal_Update
440039,B0073,498,22/06/2024
660034,C0080,278,20/09/2024
550034,C0081,332,6/5/2024
440040,A0071,227,11/4/2024
110042,C0082,159,18/07/2024
330040,B0074,344,3/10/2024
660035,C0083,356,12/1/2025
660036,B0075,311,2/1/2025
220038,A0072,196,30/09/2024
550035,B0076,470,7/6/2024
660037,B0077,27,10/5/2024
330041,B0078,360,24/06/2024
550036,B0079,145,15/09/2024
330042,A0073,465,6/8/2024
110043,A0074,334,16/02/2025
330043,C0084,315,14/01/2025
550037,C0085,119,12/12/2024
660038,B0080,377,2/1/2025
550038,A0075,89,2/5/2024
440041,A0076,357,7/1/2025
330044,A0077,436,3/11/2024
550039,C0086,214,1/6/2024
220039,A0078,339,13/12/2024
220040,B0081,16,15/11/2024
220041,A0079,35,30/10/2024
660039,B0082,343,28/06/2024
550040,A0080,497,1/9/2024
660040,A0081,489,8/7/2024
440042,B0083,452,7/8/2024
440043,B0084,26,2/5/2024
550041,C0087,365,21/11/2024
110044,C0088,278,30/03/2024
220042,A0082,53,2/6/2024
220043,A0083,74,29/03/2024
550042,B0085,169,19/10/2024
660041,A0084,29,10/1/2025
220044,A0085,466,23/12/2024
660042,A0086,292,9/11/2024
660043,C0089,412,14/12/2024
660044,A0087,242,26/01/2025
550043,C0090,406,1/4/2024
550044,B0086,336,31/01/2025
110045,A0088,179,1/11/2024
110046,B0087,26,30/10/2024
110047,A0089,40,18/05/2024
220045,C0091,410,14/01/2025
440044,B0088,451,30/09/2024
220046,A0090,359,18/01/2025
220047,A0091,210,17/11/2024
110048,B0089,363,24/12/2024
330045,C0092,162,20/09/2024
220048,A0092,339,14/11/2024
220049,A0093,495,23/12/2024
330046,B0090,440,28/11/2024
550045,B0091,402,17/04/2024
220050,C0093,50,21/11/2024
550046,C0094,254,17/12/2024
550047,C0095,135,19/02/2025
110049,A0094,168,1/11/2024
220051,A0095,442,7/4/2024
220052,C0096,100,23/10/2024
110050,A0096,234,22/01/2025
330047,A0097,463,7/2/2025
330048,A0098,123,20/12/2024
330049,B0092,149,26/01/2025
220053,C0097,304,30/01/2025
110051,C0098,329,22/03/2024
440045,B0093,437,5/8/2024
220054,A0099,15,5/11/2024
660045,B0094,466,23/01/2025
660046,C0099,361,31/03/2024
660047,A0100,456,5/7/2024
440046,A0101,379,31/01/2025
330050,B0095,382,13/05/2024
660048,C0100,219,1/6/2024
660049,C0101,300,13/04/2024
220055,A0102,298,6/9/2024
220056,A0103,327,4/2/2025
220057,C0102,17,13/04/2024
550048,C0103,201,26/10/2024
330051,B0096,160,28/06/2024
440047,C0104,33,16/06/2024
660050,A0104,105,28/01/2025
660051,B0097,248,18/02/2025
660052,A0105,69,13/05/2024
110052,A0106,448,16/06/2024
220058,A0107,56,25/04/2024
660053,A0108,163,16/10/2024
550049,A0109,335,9/6/2024
110053,B0098,274,22/10/2024
550050,C0105,346,5/5/2024
440048,A0110,99,28/11/2024
330052,A0111,460,26/05/2024
660054,C0106,138,14/11/2024
440049,C0107,132,22/01/2025
440050,C0108,66,10/3/2024
660055,C0109,29,7/11/2024
330053,C0110,445,14/02/2025
330054,C0111,197,4/9/2024
440051,C0112,82,6/10/2024
330055,C0113,432,20/06/2024
330056,A0112,330,25/12/2024
550051,A0113,322,4/11/2024
220059,A0114,368,13/02/2025
110054,B0099,159,27/10/2024
440052,A0115,39,18/01/2025
440053,C0114,88,9/12/2024
330057,B0100,310,9/5/2024
660056,A0116,209,22/05/2024
220060,B0101,415,7/12/2024
440054,A0117,230,12/4/2024
550052,A0118,159,20/09/2024
440055,A0119,483,5/12/2024
110055,C0115,49,18/08/2024
660057,A0120,331,6/2/2025
550053,A0121,265,4/3/2024
110056,B0102,410,26/10/2024
660058,C0116,345,11/10/2024
440056,B0103,410,1/6/2024
660059,B0104,279,20/10/2024
330058,B0105,238,30/08/2024
330059,B0106,14,5/6/2024
440057,C0117,386,16/08/2024
110057,A0122,168,15/01/2025
550054,A0123,251,24/08/2024
660060,A0124,300,25/07/2024
220061,C0118,307,20/04/2024
660061,A0125,308,24/03/2024
330060,B0107,33,27/02/2024
550055,C0119,84,8/3/2024
660062,A0126,366,19/03/2024
550056,B0108,313,23/03/2024
220062,B0109,371,11/2/2025
660063,C0120,440,15/06/2024
440058,B0110,148,8/11/2024
550057,C0121,207,8/3/2024
110058,C0122,494,30/08/2024
660064,B0111,460,15/12/2024
110059,B0112,321,8/12/2024
440059,A0127,204,25/01/2025
440060,C0123,402,7/7/2024
440061,C0124,262,18/04/2024
220063,A0128,228,12/12/2024
440062,C0125,176,28/12/2024
550058,C0126,479,27/02/2024
660065,C0127,335,27/02/2024
220064,A0129,421,8/7/2024
110060,C0128,229,23/04/2024
660066,A0130,229,10/5/2024
660067,B0113,454,27/06/2024
550059,B0114,111,26/04/2024
220065,C0129,311,7/9/2024
550060,C0130,462,5/7/2024
220066,A0131,412,13/12/2024
550061,A0132,44,14/11/2024
220067,B0115,158,26/05/2024
110061,C0131,473,16/03/2024
550062,C0132,108,21/09/2024
660068,B0116,256,20/08/2024
110062,A0133,213,22/08/2024
660069,C0133,262,29/08/2024
440063,B0117,34,5/3/2024
440064,C0134,282,11/6/2024
440065,A0134,461,19/03/2024
110063,B0118,56,6/3/2024
440066,C0135,453,5/9/2024
330061,A0135,446,13/04/2024
550063,C0136,36,12/6/2024
440067,B0119,427,14/01/2025
550064,C0137,133,17/12/2024
550065,B0120,433,25/06/2024
660070,A0136,385,4/3/2024
110064,A0137,395,22/06/2024
330062,A0138,139,12/1/2025
330063,A0139,280,18/12/2024
440068,A0140,390,5/1/2025
220068,B0121,105,31/05/2024
330064,B0122,23,14/01/2025
660071,B0123,103,28/12/2024
440069,C0138,80,19/01/2025
220069,C0139,386,17/01/2025
220070,C0140,47,26/02/2025
550066,B0124,441,26/10/2024
550067,C0141,78,27/01/2025
110065,A0141,232,15/05/2024
440070,A0142,274,3/8/2024
550068,B0125,400,17/02/2025
220071,A0143,187,23/04/2024
550069,C0142,243,19/06/2024
330065,B0126,351,4/3/2024
110066,B0127,103,15/02/2025
330066,A0144,430,25/02/2025
110067,A0145,493,23/12/2024
220072,A0146,175,11/2/2025
330067,B0128,53,7/6/2024
220073,C0143,232,11/11/2024
330068,C0144,459,26/10/2024
330069,B0129,301,28/02/2024
660072,A0147,361,16/10/2024
440071,C0145,487,20/04/2024
660073,C0146,101,1/11/2024
550070,C0147,216,29/11/2024
550071,B0130,25,19/05/2024
550072,C0148,420,7/2/2025
550073,B0131,59,26/06/2024
330070,A0148,435,16/02/2025
440072,B0132,143,24/01/2025
110068,B0133,154,16/04/2024
220074,A0149,357,6/10/2024
550074,B0134,420,21/10/2024
440073,C0149,275,30/10/2024
660074,A0150,411,18/11/2024
550075,B0135,371,16/05/2024
550076,B0136,270,9/10/2024
110069,C0150,366,13/10/2024
110070,C0151,266,2/10/2024
220075,A0151,337,27/01/2025
440074,C0152,207,1/2/2025
660075,C0153,141,23/10/2024
440075,C0154,72,20/04/2024
110071,B0137,41,20/04/2024
220076,A0152,33,30/11/2024
550077,C0155,259,7/7/2024
110072,A0153,280,5/8/2024
330071,B0138,30,14/10/2024
440076,C0156,186,26/04/2024
550078,C0157,178,18/06/2024
330072,B0139,36,9/4/2024
110073,B0140,310,4/7/2024
660076,B0141,250,12/10/2024
660077,B0142,118,30/05/2024
440077,A0154,334,7/5/2024
330073,A0155,396,19/09/2024
660078,A0156,435,19/06/2024
550079,B0143,283,1/7/2024
440078,B0144,440,28/09/2024
660079,B0145,204,8/10/2024
660080,C0158,415,28/12/2024
440079,C0159,450,12/2/2025
440080,C0160,378,13/12/2024
440081,B0146,207,8/8/2024
110074,C0161,390,23/03/2024
440082,C0162,362,5/7/2024
440083,A0157,278,26/10/2024
110075,C0163,448,23/05/2024
330074,C0164,182,10/11/2024
110076,B0147,196,14/11/2024
440084,C0165,78,27/04/2024
660081,C0166,499,17/09/2024
220077,C0167,224,9/4/2024
110077,A0158,266,10/1/2025
550080,A0159,152,30/12/2024
330075,B0148,269,29/03/2024
660082,A0160,448,11/7/2024
330076,A0161,122,21/07/2024
110078,A0162,416,1/12/2024
660083,C0168,318,15/11/2024
110079,B0149,493,3/5/2024
660084,A0163,402,17/01/2025
440085,C0169,263,24/07/2024
660085,C0170,293,24/09/2024
110080,A0164,24,24/02/2025
220078,B0150,337,18/02/2025
110081,C0171,215,17/11/2024
110082,B0151,34,24/05/2024
550081,B0152,468,25/01/2025
550082,A0165,142,4/7/2024
220079,C0172,234,9/1/2025
220080,B0153,309,17/07/2024
550083,B0154,404,16/06/2024
550084,A0166,186,23/05/2024
330077,B0155,127,28/07/2024
220081,C0173,468,19/02/2025
550085,B0156,437,15/01/2025
110083,B0157,418,26/07/2024
660086,C0174,261,29/12/2024
440086,C0175,486,21/11/2024
110084,B0158,134,28/08/2024
110085,A0167,88,30/12/2024
110086,B0159,261,8/12/2024
550086,C0176,118,23/04/2024
220082,C0177,13,22/08/2024
110087,B0160,405,7/12/2024
110088,B0161,317,10/11/2024
660087,A0168,223,24/02/2025
110089,B0162,274,13/11/2024
440087,B0163,286,11/9/2024
330078,B0164,308,16/05/2024
220083,C0178,203,3/1/2025
110090,B0165,306,5/7/2024
220084,A0169,115,1/5/2024
550087,A0170,231,25/09/2024
660088,A0171,388,29/07/2024
110091,C0179,62,19/10/2024
550088,C0180,246,29/02/2024
330079,B0166,391,5/7/2024
220085,C0181,127,6/1/2025
220086,A0172,406,2/8/2024
110092,C0182,273,10/12/2024
660089,B0167,278,6/10/2024
220087,C0183,367,4/3/2024
220088,A0173,94,6/7/2024
330080,C0184,239,15/12/2024
440088,A0174,372,26/01/2025
110093,A0175,482,12/2/2025
550089,B0168,455,15/04/2024
550090,B0169,262,6/1/2025
440089,B0170,399,3/2/2025
110094,A0176,282,21/10/2024
330081,A0177,47,14/07/2024
550091,A0178,361,7/4/2024
660090,B0171,165,22/05/2024
440090,C0185,140,25/06/2024
220089,A0179,494,8/8/2024
220090,C0186,202,11/2/2025
550092,B0172,481,3/12/2024
220091,A0180,152,29/08/2024
550093,A0181,286,6/4/2024
440091,C0187,72,20/06/2024
220092,A0182,131,19/12/2024
330082,C0188,483,3/3/2024
110095,B0173,403,12/7/2024
660091,C0189,384,22/10/2024
440092,B0174,206,4/9/2024
220093,B0175,465,12/2/2025
550094,A0183,339,5/4/2024
110096,A0184,447,11/4/2024
110097,B0176,23,26/03/2024
660092,A0185,124,11/1/2025
550095,B0177,27,7/9/2024
550096,B0178,375,21/05/2024
330083,B0179,122,23/01/2025
660093,C0190,16,14/07/2024
660094,A0186,38,20/02/2025
220094,B0180,500,8/6/2024
550097,B0181,104,5/1/2025
440093,C0191,141,3/7/2024
440094,A0187,23,13/02/2025
220095,A0188,154,30/12/2024
660095,B0182,124,1/5/2024
440095,C0192,97,30/04/2024
660096,B0183,142,28/04/2024
660097,A0189,326,28/02/2024
550098,B0184,190,18/03/2024
440096,A0190,66,3/7/2024
110098,C0193,317,17/10/2024
550099,A0191,373,2/7/2024
550100,B0185,233,9/6/2024
110099,C0194,476,5/3/2024
220096,B0186,212,9/12/2024
110100,B0187,475,4/10/2024
440097,A0192,108,3/3/2024
440098,B0188,434,4/2/2025
110101,A0193,72,1/12/2024
550101,B0189,482,12/8/2024
440099,B0190,425,26/03/2024
440100,C0195,450,5/10/2024
330084,A0194,299,1/5/2024
330085,B0191,258,25/12/2024
440101,C0196,318,17/09/2024
330086,A0195,348,14/03/2024
550102,C0197,485,26/01/2025
550103,B0192,250,5/3/2024
110102,B0193,116,19/08/2024
330087,A0196,258,30/10/2024
440102,A0197,93,8/1/2025
110103,A0198,101,27/10/2024
550104,C0198,353,17/04/2024
330088,A0199,342,3/6/2024
330089,C0199,87,23/12/2024
220097,C0200,226,18/11/2024
110104,A0200,428,28/08/2024
110105,A0201,172,16/10/2024
110106,B0194,322,8/12/2024
330090,B0195,225,5/7/2024
440103,A0202,492,6/2/2025
110107,C0201,34,4/12/2024
550105,C0202,213,17/04/2024
220098,A0203,131,12/3/2024
660098,C0203,451,16/03/2024
550106,C0204,452,28/10/2024
440104,C0205,425,11/11/2024
110108,B0196,171,30/11/2024
550107,C0206,284,6/5/2024
220099,B0197,66,17/03/2024
550108,A0204,150,18/02/2025
440105,C0207,222,4/11/2024
550109,A0205,496,6/3/2024
440106,B0198,118,21/04/2024
660099,A0206,478,10/2/2025
440107,C0208,64,4/9/2024
550110,B0199,211,17/10/2024
110109,C0209,252,14/05/2024
440108,A0207,36,7/5/2024
110110,A0208,344,16/03/2024
110111,B0200,327,28/10/2024
660100,C0210,112,4/5/2024
440109,A0209,255,17/10/2024
550111,C0211,212,24/08/2024
440110,A0210,411,1/2/2025
440111,A0211,359,11/11/2024
220100,B0201,384,7/1/2025
550112,B0202,205,21/10/2024
550113,B0203,494,8/7/2024
440112,B0204,186,8/1/2025
110112,A0212,315,25/06/2024
330091,B0205,86,27/07/2024
220101,A0213,75,13/04/2024
550114,A0214,193,4/3/2024
110113,A0215,137,12/1/2025
660101,A0216,431,8/2/2025
440113,A0217,143,30/01/2025
220102,B0206,445,28/10/2024
440114,B0207,20,12/12/2024
330092,B0208,163,25/08/2024
330093,A0218,339,7/8/2024
660102,C0212,82,18/02/2025
440115,B0209,319,14/12/2024
550115,B0210,324,27/07/2024
440116,B0211,490,2/8/2024
660103,C0213,290,22/09/2024
660104,B0212,14,10/7/2024
440117,C0214,394,23/06/2024
660105,C0215,330,1/8/2024
220103,A0219,253,7/3/2024
330094,C0216,183,19/11/2024
550116,B0213,355,11/4/2024
110114,C0217,443,24/10/2024
660106,C0218,57,18/05/2024
660107,B0214,100,13/09/2024
330095,B0215,328,21/01/2025
220104,A0220,384,18/02/2025
110115,B0216,350,18/08/2024
550117,B0217,189,13/02/2025
660108,A0221,404,7/10/2024
660109,C0219,175,3/6/2024
550118,A0222,60,15/05/2024
110116,A0223,249,21/05/2024
550119,A0224,232,5/3/2024
110117,B0218,214,19/12/2024
110118,C0220,228,11/2/2025
550120,B0219,172,8/8/2024
440118,C0221,351,6/8/2024
110119,C0222,469,6/11/2024
550121,A0225,165,7/4/2024
440119,B0220,483,9/10/2024
330096,B0221,157,20/12/2024
330097,C0223,72,29/10/2024
110120,B0222,81,9/12/2024
550122,A0226,181,3/4/2024
440120,B0223,277,1/7/2024
330098,B0224,397,23/01/2025
330099,C0224,483,20/08/2024
660110,A0227,392,9/8/2024
550123,B0225,10,30/01/2025
110121,B0226,383,17/01/2025
440121,A0228,35,22/07/2024
330100,C0225,306,29/01/2025
440122,A0229,33,7/7/2024
660111,B0227,161,11/6/2024
110122,B0228,153,14/09/2024
550124,C0226,130,17/02/2025
550125,A0230,408,25/07/2024
110123,B0229,140,11/10/2024
220105,B0230,101,29/02/2024
110124,B0231,215,20/02/2025
220106,A0231,428,20/10/2024
110125,C0227,382,3/8/2024
440123,A0232,489,19/08/2024
110126,C0228,336,22/09/2024
440124,C0229,338,22/01/2025
330101,A0233,139,8/11/2024
550126,C0230,286,14/08/2024
440125,C0231,193,21/11/2024
220107,A0234,373,20/10/2024
110127,A0235,421,28/10/2024
220108,B0232,89,18/07/2024
660112,A0236,105,13/01/2025
220109,C0232,93,29/03/2024
550127,C0233,244,24/06/2024
440126,B0233,263,13/03/2024
550128,B0234,491,9/1/2025
330102,B0235,112,8/9/2024
220110,B0236,127,18/05/2024
330103,B0237,127,22/11/2024
660113,B0238,206,4/9/2024
440127,C0234,365,27/12/2024
550129,C0235,478,16/08/2024
110128,A0237,319,15/11/2024
440128,A0238,71,4/7/2024
220111,C0236,12,21/07/2024
660114,C0237,351,21/02/2025
330104,C0238,50,15/01/2025
550130,C0239,442,26/01/2025
330105,A0239,167,25/08/2024
550131,A0240,381,25/10/2024
660115,A0241,126,20/12/2024
550132,A0242,400,16/03/2024
550133,B0239,66,23/05/2024
550134,B0240,392,12/5/2024
110129,C0240,312,19/07/2024
220112,B0241,494,15/11/2024
440129,C0241,335,16/05/2024
440130,B0242,29,3/1/2025
330106,C0242,199,8/7/2024
220113,C0243,383,15/09/2024
110130,B0243,218,10/4/2024
550135,C0244,378,17/08/2024
220114,B0244,427,30/09/2024
550136,A0243,425,22/03/2024
330107,A0244,30,16/07/2024
550137,A0245,275,26/04/2024
660116,B0245,265,15/12/2024
440131,B0246,82,6/7/2024
330108,C0245,435,30/07/2024
220115,C0246,68,29/04/2024
660117,C0247,190,25/12/2024
660118,B0247,142,12/3/2024
220116,A0246,79,23/05/2024
220117,C0248,328,25/11/2024
440132,C0249,198,27/11/2024
110131,A0247,64,17/06/2024
220118,A0248,338,16/04/2024
110132,C0250,417,6/1/2025
440133,C0251,123,28/01/2025
550138,B0248,132,7/3/2024
220119,C0252,103,28/07/2024
220120,B0249,353,14/02/2025
330109,C0253,25,27/11/2024
550139,B0250,417,6/4/2024
440134,A0249,470,26/03/2024
660119,A0250,232,25/03/2024
220121,B0251,104,9/5/2024
550140,C0254,366,24/12/2024
550141,A0251,333,22/01/2025
660120,B0252,389,2/4/2024
220122,A0252,492,4/11/2024
440135,A0253,190,17/02/2025
440136,A0254,293,22/02/2025
440137,B0253,487,9/7/2024
660121,B0254,490,21/06/2024
550142,A0255,402,13/08/2024
330110,A0256,50,25/01/2025
330111,A0257,314,7/4/2024
220123,B0255,80,21/12/2024
550143,C0255,331,16/10/2024
110133,B0256,424,24/08/2024
660122,B0257,410,25/11/2024
220124,A0258,428,14/02/2025
110134,B0258,479,25/09/2024
330112,C0256,267,10/9/2024
110135,C0257,456,14/10/2024
440138,C0258,485,3/9/2024
440139,C0259,468,4/2/2025
440140,B0259,145,9/2/2025
330113,C0260,412,2/10/2024
110136,B0260,450,7/4/2024
110137,C0261,210,15/05/2024
660123,B0261,102,29/06/2024
330114,C0262,119,29/03/2024
110138,A0259,194,21/06/2024
550144,A0260,171,8/5/2024
220125,C0263,189,11/4/2024
330115,C0264,294,19/04/2024
660124,A0261,245,19/07/2024
660125,C0265,12,20/08/2024
330116,C0266,366,21/03/2024
330117,C0267,22,26/08/2024
110139,A0262,131,8/3/2024
550145,A0263,216,22/12/2024
330118,C0268,55,3/7/2024
220126,B0262,358,20/03/2024
660126,A0264,97,2/5/2024
660127,A0265,463,2/2/2025
550146,B0263,337,22/01/2025
220127,C0269,302,12/1/2025
110140,A0266,78,25/07/2024
330119,B0264,118,1/11/2024
220128,C0270,87,23/02/2025
110141,B0265,307,31/12/2024
660128,C0271,407,17/01/2025
550147,C0272,444,14/12/2024
550148,A0267,179,13/08/2024
660129,B0266,480,14/02/2025
220129,A0268,296,3/11/2024
110142,A0269,104,8/6/2024
660130,A0270,226,17/02/2025
330120,B0267,295,31/12/2024
550149,C0273,43,15/07/2024
330121,B0268,361,15/02/2025
660131,A0271,380,24/01/2025
110143,C0274,50,7/8/2024
660132,A0272,194,5/4/2024
660133,A0273,422,7/10/2024
440141,B0269,393,1/10/2024
550150,C0275,445,27/01/2025
440142,A0274,491,21/12/2024
330122,B0270,382,21/09/2024
440143,B0271,150,25/03/2024
660134,B0272,130,19/09/2024
220130,A0275,495,10/3/2024
110144,C0276,96,12/5/2024
330123,A0276,236,11/4/2024
110145,B0273,439,5/2/2025
110146,A0277,50,3/4/2024
330124,B0274,289,19/06/2024
550151,A0278,276,5/9/2024
660135,C0277,340,6/9/2024
660136,A0279,392,29/01/2025
660137,A0280,424,29/09/2024
330125,B0275,449,23/07/2024
110147,B0276,254,3/5/2024
330126,A0281,295,24/02/2025
220131,B0277,489,23/04/2024
550152,A0282,346,25/04/2024
550153,A0283,179,26/08/2024
110148,B0278,41,26/06/2024
660138,C0278,335,18/04/2024
110149,C0279,209,22/08/2024
550154,A0284,109,11/1/2025
660139,B0279,227,13/06/2024
110150,A0285,470,31/05/2024
440144,C0280,143,16/10/2024
550155,A0286,117,29/06/2024
660140,A0287,80,11/11/2024
660141,A0288,428,23/11/2024
110151,C0281,439,27/10/2024
440145,C0282,391,2/4/2024
550156,A0289,288,27/06/2024
550157,A0290,63,28/12/2024
550158,A0291,334,12/12/2024
330127,C0283,79,5/8/2024
660142,B0280,156,13/05/2024
330128,A0292,493,22/07/2024
550159,B0281,75,28/07/2024
440146,B0282,36,23/05/2024
220132,A0293,242,23/04/2024
330129,B0283,341,17/05/2024
440147,A0294,216,30/10/2024
220133,C0284,228,26/06/2024
110152,A0295,20,14/01/2025
220134,B0284,364,26/05/2024
220135,B0285,130,22/01/2025
660143,A0296,168,14/12/2024
330130,C0285,20,28/08/2024
110153,B0286,213,9/7/2024
330131,C0286,108,22/12/2024
440148,C0287,278,25/11/2024
110154,A0297,487,17/05/2024
