ID_Produk,ID_Cabang,Jumlah_Stock,Tanggal_Update
440102,A0197,93,2024-05-07
110103,A0198,101,2024-08-12
550104,C0198,353,2024-08-19
330088,A0199,342,2024-08-28
330089,C0199,87,2024-09-17
220097,C0200,226,2024-10-16
110104,A0200,428,2024-10-27
110105,A0201,172,2024-10-30
110106,B0194,322,2024-11-18
330090,B0195,225,2024-12-23
440103,A0202,492,2025-01-26
110107,C0201,34,2025-06-02
550105,C0202,213,2025-08-01
220098,A0203,131,2024-12-03
660098,C0203,451,2024-03-03
550106,C0204,452,2024-03-16
440104,C0205,425,2024-03-16
110108,B0196,171,2024-03-17
550107,C0206,284,2024-04-05
220099,B0197,66,2024-04-09
550108,A0204,150,2024-04-11
440105,C0207,222,2024-04-21
550109,A0205,496,2024-05-14
440106,B0198,118,2024-06-03
660099,A0206,478,2024-06-05
440107,C0208,64,2024-06-07
550110,B0199,211,2024-07-05
110109,C0209,252,2024-07-12
440108,A0207,36,2024-08-07
110110,A0208,344,2024-08-24
110111,B0200,327,2024-09-06
660100,C0210,112,2024-09-12
440109,A0209,255,2024-10-17
550111,C0211,212,2024-10-21
440110,A0210,411,2024-10-28
440111,A0211,359,2024-11-11
220100,B0201,384,2024-11-30
550112,B0202,205,2025-01-02
550113,B0203,494,2025-02-18
440112,B0204,186,2025-03-01
110112,A0212,315,2025-04-02
330091,B0205,86,2025-05-01
220101,A0213,75,2025-06-01
550114,A0214,193,2025-07-01
110113,A0215,137,2025-08-01
660101,A0216,431,2025-10-02
440113,A0217,143,2025-12-02
220102,B0206,445,2024-01-08
440114,B0207,20,2024-02-08
330092,B0208,163,2024-06-23
330093,A0218,339,2024-07-03
660102,C0212,82,2024-07-08
440115,B0209,319,2024-07-27
550115,B0210,324,2024-08-25
440116,B0211,490,2024-09-22
660103,C0213,290,2024-10-07
660104,B0212,14,2024-10-28
440117,C0214,394,2024-11-19
660105,C0215,330,2024-12-12
220103,A0219,253,2024-12-14
330094,C0216,183,2025-01-30
550116,B0213,355,2025-02-18
110114,C0217,443,2024-03-06
660106,C0218,57,2024-05-03
660107,B0214,100,2024-05-15
330095,B0215,328,2024-05-18
220104,A0220,384,2024-05-21
110115,B0216,350,2024-07-10
550117,B0217,189,2024-08-18
660108,A0221,404,2024-09-13
660109,C0219,175,2024-10-24
550118,A0222,60,2024-12-19
110116,A0223,249,2025-01-21
550119,A0224,232,2025-02-13
110117,B0218,214,2025-02-18
110118,C0220,228,2025-11-02
550120,B0219,172,2024-08-08
440118,C0221,351,2024-06-08
110119,C0222,469,2024-06-11
550121,A0225,165,2024-07-04
440119,B0220,483,2024-09-10
330096,B0221,157,2024-01-07
330097,C0223,72,2024-02-29
110120,B0222,81,2024-03-04
550122,A0226,181,2024-07-07
440120,B0223,277,2024-07-22
330098,B0224,397,2024-08-20
330099,C0224,483,2024-09-08
660110,A0227,392,2024-09-12
550123,B0225,10,2024-09-14
110121,B0226,383,2024-10-20
440121,A0228,35,2024-10-29
330100,C0225,306,2024-11-06
440122,A0229,33,2024-11-10
660111,B0227,161,2024-12-20
110122,B0228,153,2025-01-17
550124,C0226,130,2025-01-23
550125,A0230,408,2025-01-29
110123,B0229,140,2025-02-17
220105,B0230,101,2025-02-20
110124,B0231,215,2025-03-01
220106,A0231,428,2024-03-08
110125,C0227,382,2024-03-13
440123,A0232,489,2024-03-16
110126,C0228,336,2024-03-29
440124,C0229,338,2024-04-07
330101,A0233,139,2024-04-09
550126,C0230,286,2024-05-18
440125,C0231,193,2024-05-23
220107,A0234,373,2024-06-24
110127,A0235,421,2024-07-18
220108,B0232,89,2024-07-21
660112,A0236,105,2024-08-09
220109,C0232,93,2024-08-11
550127,C0233,244,2024-08-14
440126,B0233,263,2024-08-16
550128,B0234,491,2024-08-19
330102,B0235,112,2024-08-25
220110,B0236,127,2024-09-22
330103,B0237,127,2024-10-20
660113,B0238,206,2024-10-20
440127,C0234,365,2024-10-25
550129,C0235,478,2024-10-28
110128,A0237,319,2024-11-15
440128,A0238,71,2024-11-21
220111,C0236,12,2024-11-22
660114,C0237,351,2024-12-20
330104,C0238,50,2024-12-27
550130,C0239,442,2025-01-13
330105,A0239,167,2025-01-15
550131,A0240,381,2025-01-22
660115,A0241,126,2025-01-26
550132,A0242,400,2025-02-21
550133,B0239,66,2025-09-01
550134,B0240,392,2024-12-05
110129,C0240,312,2024-01-22
220112,B0241,494,2024-02-04
440129,C0241,335,2024-03-22
440130,B0242,29,2024-03-25
330106,C0242,199,2024-03-26
220113,C0243,383,2024-04-11
110130,B0243,218,2024-04-29
550135,C0244,378,2024-05-23
220114,B0244,427,2024-06-04
550136,A0243,425,2024-06-07
330107,A0244,30,2024-06-17
550137,A0245,275,2024-07-03
660116,B0245,265,2024-07-04
440131,B0246,82,2024-07-07
330108,C0245,435,2024-07-19
220115,C0246,68,2024-08-07
660117,C0247,190,2024-08-13
660118,B0247,142,2024-08-17
220116,A0246,79,2024-08-24
220117,C0248,328,2024-09-05
440132,C0249,198,2024-09-07
110131,A0247,64,2024-09-08
220118,A0248,338,2024-09-12
110132,C0250,417,2024-09-15
440133,C0251,123,2024-09-25
550138,B0248,132,2024-10-04
220119,C0252,103,2024-10-09
220120,B0249,353,2024-10-14
330109,C0253,25,2024-10-16
550139,B0250,417,2024-10-20
440134,A0249,470,2024-11-06
660119,A0250,232,2024-11-10
220121,B0251,104,2024-11-15
550140,C0254,366,2024-11-25
550141,A0251,333,2024-12-03
660120,B0252,389,2024-12-20
220122,A0252,492,2024-12-24
440135,A0253,190,2025-01-25
440136,A0254,293,2025-02-14
440137,B0253,487,2025-02-17
660121,B0254,490,2025-02-20
550142,A0255,402,2025-03-01
330110,A0256,50,2025-06-01
330111,A0257,314,2024-07-04
220123,B0255,80,2024-01-10
550143,C0255,331,2024-01-11
110133,B0256,424,2024-02-05
660122,B0257,410,2024-02-10
220124,A0258,428,2024-03-07
110134,B0258,479,2024-03-09
330112,C0256,267,2024-03-11
110135,C0257,456,2024-03-20
440138,C0258,485,2024-03-21
440139,C0259,468,2024-03-25
440140,B0259,145,2024-03-29
330113,C0260,412,2024-04-19
110136,B0260,450,2024-05-04
110137,C0261,210,2024-05-15
660123,B0261,102,2024-06-21
330114,C0262,119,2024-06-29
110138,A0259,194,2024-07-04
550144,A0260,171,2024-07-08
220125,C0263,189,2024-07-10
330115,C0264,294,2024-07-15
660124,A0261,245,2024-07-19
660125,C0265,12,2024-07-25
330116,C0266,366,2024-08-03
330117,C0267,22,2024-08-05
110139,A0262,131,2024-08-06
550145,A0263,216,2024-08-13
330118,C0268,55,2024-08-20
220126,B0262,358,2024-08-21
660126,A0264,97,2024-08-24
660127,A0265,463,2024-08-26
550146,B0263,337,2024-09-19
220127,C0269,302,2024-09-21
110140,A0266,78,2024-09-25
330119,B0264,118,2024-10-09
220128,C0270,87,2024-10-14
110141,B0265,307,2024-10-16
660128,C0271,407,2024-11-04
550147,C0272,444,2024-11-25
550148,A0267,179,2024-12-14
660129,B0266,480,2024-12-21
220129,A0268,296,2024-12-21
110142,A0269,104,2024-12-22
660130,A0270,226,2024-12-31
330120,B0267,295,2024-12-31
550149,C0273,43,2025-01-17
330121,B0268,361,2025-01-22
660131,A0271,380,2025-01-24
110143,C0274,50,2025-01-27
660132,A0272,194,2025-02-02
660133,A0273,422,2025-02-14
440141,B0269,393,2025-02-14
550150,C0275,445,2025-02-15
440142,A0274,491,2025-02-17
330122,B0270,382,2025-02-23
440143,B0271,150,2025-04-02
660134,B0272,130,2025-09-02
220130,A0275,495,2025-12-01
110144,C0276,96,2024-12-05
330123,A0276,236,2024-11-04
110145,B0273,439,2025-05-02
110146,A0277,50,2024-03-04
330124,B0274,289,2024-02-04
550151,A0278,276,2024-03-05
660135,C0277,340,2024-04-18
660136,A0279,392,2024-04-23
660137,A0280,424,2024-04-25
330125,B0275,449,2024-05-09
110147,B0276,254,2024-05-31
330126,A0281,295,2024-06-09
220131,B0277,489,2024-06-13
550152,A0282,346,2024-06-19
550153,A0283,179,2024-06-23
110148,B0278,41,2024-06-27
660138,C0278,335,2024-07-23
110149,C0279,209,2024-08-22
550154,A0284,109,2024-08-26
660139,B0279,227,2024-09-29
110150,A0285,470,2024-10-16
440144,C0280,143,2024-10-27
550155,A0286,117,2024-11-11
660140,A0287,80,2024-11-23
660141,A0288,428,2024-12-28
110151,C0281,439,2025-02-24
440145,C0282,391,2025-03-01
550156,A0289,288,2025-11-01
550157,A0290,63,2025-01-29
550158,A0291,334,2024-12-12
330127,C0283,79,2024-05-08
660142,B0280,156,2024-04-23
330128,A0292,493,2024-05-13
550159,B0281,75,2024-05-17
440146,B0282,36,2024-05-23
220132,A0293,242,2024-05-26
330129,B0283,341,2024-06-26
440147,A0294,216,2024-07-22
220133,C0284,228,2024-07-28
110152,A0295,20,2024-08-28
220134,B0284,364,2024-10-30
220135,B0285,130,2024-12-14
660143,A0296,168,2025-01-14
330130,C0285,20,2025-01-22
110153,B0286,213,2024-09-07
330131,C0286,108,2024-02-08
440148,C0287,278,2024-04-25
110154,A0297,487,2024-05-05
